Data through,91901,91902,91905,91906,91910,91911,91913,91914,91915,91916,91917,91932,91935,91941,91942,91945,91950,,91963,91977,91978,91980,92003,92004,92007,92008,92009,92010,92011,92014,92019,92020,92021,92024,92025,92026,92027,92028,92029,92036,92037,92040,92054,92055,92056,92057,92058,92059,92061,92064,92065,92066,92067,92069,92070,92071,92075,92078,92081,92082,92083,92084,92091,92093,92101,92102,92103,92104,92105,92106,92107,92108,92109,92110,92111,92113,92114,92115,92116,92117,92118,92119,92120,92121,92122,92123,92124,92126,92127,92128,92129,92130,92131,92134,92135,92136,92139,92140,92145,92154,92173,Unknown,TOTAL,Date Retrieved
2020-04-21,**,132.4,**,,90.7,127.6,105.0,82.0,114.1,**,,60.4,**,52.5,92.1,82.0,122.9,,**,99.9,**,,**,**,**,30.6,41.5,79.7,41.9,116.1,121.9,127.7,114.8,53.1,62.1,25.1,54.1,20.7,63.5,**,79.8,40.9,28.6,,27.6,30.2,57.1,**,**,43.7,33.7,**,**,26.1,,47.5,38.4,34.1,42.7,28.7,27.5,42.5,**,**,78.4,81.5,200.6,92.3,94.0,40.9,26.1,116.7,57.7,90.2,51.7,134.8,122.4,74.0,105.6,55.8,39.0,63.2,75.8,**,39.2,57.8,51.3,61.3,58.5,78.9,45.7,48.8,27.8,,,**,123.8,**,**,167.8,248.7,**,74.6,2020-04-23 15:54:27
2020-04-22,**,132.4,**,,105.2,135.9,115.1,87.9,114.1,**,,63.9,**,52.5,129.4,93.2,138.2,,**,106.5,**,**,**,**,**,30.6,41.5,79.7,41.9,116.1,124.1,135.8,128.1,53.1,62.1,25.1,57.8,22.8,63.5,**,79.8,47.7,28.6,,25.7,35.6,53.0,**,**,45.7,39.3,**,**,26.1,,49.3,38.4,34.1,42.7,28.7,27.5,44.6,**,**,80.1,90.8,205.8,92.3,94.0,40.9,26.1,123.9,57.7,90.2,55.9,138.7,132.6,75.6,108.3,59.6,39.0,63.2,79.3,**,39.2,60.8,51.3,62.6,62.5,80.9,45.7,48.8,27.8,,,**,129.8,**,**,211.9,266.8,**,79.2,2020-04-24 06:44:29
2020-04-23,**,132.4,**,,120.9,152.4,121.2,87.9,130.9,**,,67.5,**,58.3,131.9,93.2,150.2,,**,108.1,**,**,**,**,**,30.6,41.5,79.7,41.9,116.1,126.4,145.5,134.0,53.1,64.1,30.4,59.7,22.8,68.4,**,79.8,50.0,31.0,,25.7,39.1,53.0,**,**,49.7,39.3,**,**,28.1,,49.3,38.4,34.1,48.8,28.7,27.5,46.6,**,**,85.2,93.1,210.9,96.1,107.3,40.9,26.1,127.6,57.7,103.6,55.9,154.6,141.1,78.8,113.7,63.5,39.0,71.6,79.3,**,41.2,63.8,51.3,69.1,70.6,80.9,45.7,50.5,27.8,,,**,141.9,**,**,259.7,292.0,**,84.7,2020-04-25 07:24:10
2020-04-24,**,138.1,**,,129.4,159.5,131.3,87.9,130.9,**,,71.0,**,58.3,134.4,96.9,175.7,,**,113.0,**,**,**,**,**,30.6,41.5,79.7,41.9,116.1,128.7,153.6,136.9,53.1,66.0,32.2,61.6,22.8,68.4,**,79.8,50.0,38.1,,25.7,40.9,61.2,**,**,51.7,39.3,**,**,28.1,,49.3,38.4,34.1,48.8,28.7,32.5,48.6,**,**,85.2,100.1,208.3,96.1,116.1,40.9,29.3,127.6,59.6,106.9,58.0,162.5,142.8,78.8,116.4,61.5,39.0,71.6,79.3,**,43.3,73.0,51.3,71.7,74.6,84.8,47.6,50.5,30.6,**,,**,144.9,**,**,284.2,299.2,**,88.2,2020-04-26 06:01:07
2020-04-25,**,149.6,**,,139.1,167.8,139.3,93.7,141.0,**,,74.6,**,61.2,134.4,96.9,187.7,,**,114.6,**,**,**,**,**,30.6,41.5,79.7,41.9,123.3,130.9,153.6,141.3,53.1,69.9,32.2,61.6,22.8,68.4,**,79.8,50.0,38.1,,25.7,42.7,61.2,**,**,53.7,39.3,**,**,28.1,,49.3,38.4,34.1,48.8,28.7,32.5,50.7,**,**,86.9,102.4,210.9,96.1,116.1,40.9,29.3,134.9,59.6,103.6,58.0,172.4,142.8,82.0,116.4,63.5,39.0,75.8,79.3,**,43.3,73.0,51.3,71.7,78.6,88.8,49.5,52.2,30.6,**,,**,148.0,**,**,291.5,324.4,**,91.2,2020-04-27 06:01:08
2020-04-26,**,155.4,**,,140.3,174.9,141.4,93.7,141.0,**,,81.7,**,61.2,136.9,104.3,194.5,,**,119.6,**,**,**,**,**,30.6,41.5,79.7,41.9,123.3,130.9,155.2,153.1,53.1,71.8,32.2,61.6,22.8,68.4,**,82.2,50.0,35.8,,25.7,46.2,61.2,**,**,55.6,39.3,**,**,28.1,,49.3,38.4,34.1,48.8,28.7,35.0,50.7,**,**,90.4,109.4,210.9,96.1,122.0,40.9,29.3,138.5,59.6,106.9,58.0,180.3,142.8,85.2,119.1,63.5,44.6,75.8,79.3,**,43.3,73.0,51.3,71.7,78.6,88.8,49.5,52.2,30.6,**,,**,154.0,**,**,334.4,338.8,**,94.1,2020-04-28 06:01:08
2020-04-27,**,161.2,**,,145.1,193.8,149.4,93.7,147.7,**,,85.2,**,61.2,141.9,123.0,208.2,,**,129.4,**,**,**,**,**,34.0,41.5,79.7,41.9,123.3,130.9,163.3,163.4,53.1,77.7,35.8,69.0,26.9,68.4,**,82.2,50.0,38.1,,25.7,48.0,61.2,**,**,61.6,44.9,**,**,28.1,**,51.0,38.4,38.1,51.8,28.7,40.0,50.7,**,**,93.8,118.7,218.6,98.0,126.4,40.9,29.3,138.5,63.3,110.3,58.0,196.2,151.3,90.0,119.1,63.5,44.6,75.8,79.3,**,43.3,79.0,51.3,79.6,82.7,90.8,53.3,52.2,36.2,**,,**,163.1,**,**,374.8,353.3,**,99.3,2020-04-29 06:01:07
2020-04-28,**,161.2,**,,150.0,202.1,153.5,99.6,147.7,**,,88.8,**,64.2,141.9,130.4,218.4,,**,134.3,**,**,**,**,**,37.4,41.5,79.7,41.9,123.3,130.9,166.5,167.8,54.8,93.2,35.8,72.8,29.0,68.4,**,82.2,54.6,38.1,,25.7,48.0,69.3,**,**,61.6,44.9,**,**,30.2,**,52.8,38.4,38.1,51.8,34.4,40.0,52.7,**,**,95.5,118.7,223.8,101.9,135.2,40.9,29.3,138.5,63.3,106.9,60.0,210.1,154.7,96.5,119.1,65.4,44.6,75.8,79.3,**,43.3,82.1,51.3,80.9,82.7,92.7,53.3,55.5,36.2,**,,**,163.1,**,**,398.1,367.7,**,102.8,2020-04-30 06:17:35
2020-04-29,**,172.7,**,,163.3,213.9,159.5,99.6,147.7,**,,92.3,**,64.2,141.9,134.2,237.2,,**,145.8,**,**,**,**,**,40.8,43.8,79.7,41.9,123.3,128.7,168.1,170.8,53.1,99.0,37.6,72.8,26.9,68.4,**,77.5,65.9,40.5,,25.7,49.8,69.3,**,**,63.6,47.7,**,**,30.2,**,59.8,38.4,40.2,51.8,34.4,44.9,52.7,**,**,100.6,125.7,228.9,109.6,145.5,40.9,29.3,134.9,61.5,106.9,62.1,225.9,170.0,96.5,119.1,65.4,44.6,71.6,79.3,**,43.3,82.1,57.7,86.1,80.6,94.7,55.2,53.8,36.2,**,,**,175.1,**,**,411.5,392.9,**,106.8,2020-05-01 06:01:10
2020-04-30,**,172.7,**,,173.0,224.5,173.7,111.3,167.8,**,,92.3,**,64.2,141.9,137.9,250.8,,**,149.0,**,**,**,**,**,44.2,46.1,79.7,41.9,123.3,128.7,177.8,172.2,53.1,106.8,41.2,72.8,26.9,68.4,**,77.5,65.9,45.3,**,26.7,51.6,69.3,**,**,63.6,47.7,**,**,30.2,**,59.8,38.4,42.2,57.9,34.4,47.3,54.7,**,**,102.3,130.4,234.1,113.4,155.7,40.9,29.3,134.9,61.5,113.6,64.2,241.8,181.9,101.3,119.1,65.4,50.2,71.6,82.7,**,43.3,85.1,60.9,91.3,82.7,96.7,57.1,53.8,36.2,**,,**,175.1,**,**,431.1,410.9,**,111.2,2020-05-02 06:01:09
2020-05-01,**,172.7,**,,179.0,238.7,181.7,111.3,171.2,**,,103.0,**,64.2,151.8,149.1,267.9,,**,154.0,**,**,**,**,**,44.2,46.1,79.7,41.9,123.3,130.9,185.9,176.7,53.1,112.6,48.3,74.6,24.9,68.4,**,77.5,70.5,45.3,**,31.3,53.3,69.3,**,**,63.6,53.3,**,**,30.2,**,59.8,38.4,42.2,57.9,34.4,52.4,56.7,**,**,102.3,137.4,239.2,113.4,163.1,40.9,29.3,138.5,63.3,117.0,66.2,245.7,192.1,104.5,121.8,67.3,61.3,71.6,82.7,**,43.3,88.2,60.9,92.6,82.7,98.7,59.0,53.8,36.2,**,,**,178.2,**,**,444.6,443.4,**,115.1,2020-05-03 06:01:07
2020-05-02,**,172.7,**,,187.5,239.9,183.8,111.3,181.2,**,,106.5,**,64.2,156.8,156.5,276.4,,**,158.9,**,**,**,**,**,44.2,46.1,79.7,41.9,123.3,130.9,192.4,181.1,53.1,116.5,48.3,74.6,24.9,68.4,**,77.5,72.7,45.3,**,31.3,53.3,65.2,**,**,63.6,53.3,**,**,30.2,**,61.6,38.4,44.2,57.9,34.4,54.9,60.8,**,**,104.0,144.4,249.5,115.3,171.9,40.9,29.3,142.2,63.3,117.0,72.4,255.7,195.5,104.5,121.8,65.4,61.3,75.8,82.7,**,43.3,88.2,64.1,92.6,84.7,98.7,59.0,53.8,36.2,**,,**,187.2,**,**,453.2,457.8,**,117.7,2020-05-04 07:44:08
2020-05-03,**,178.4,**,,195.9,249.3,187.8,117.2,181.2,**,,117.2,**,64.2,159.3,156.5,286.7,,**,170.3,**,**,**,**,**,44.2,46.1,79.7,41.9,123.3,130.9,202.1,182.6,53.1,120.4,48.3,76.5,24.9,68.4,**,77.5,72.7,47.7,**,33.1,56.9,65.2,**,**,63.6,53.3,**,**,32.2,**,61.6,38.4,44.2,57.9,34.4,54.9,60.8,**,**,107.4,144.4,252.1,117.2,171.9,40.9,29.3,142.2,63.3,117.0,72.4,267.5,200.6,106.1,121.8,65.4,61.3,80.0,82.7,**,43.3,91.2,64.1,92.6,84.7,98.7,59.0,53.8,36.2,**,,**,193.3,**,**,471.6,472.2,**,120.5,2020-05-05 06:01:08
2020-05-04,**,184.2,**,,225.0,260.0,193.9,117.2,198.0,**,,120.7,**,67.1,156.8,164.0,296.9,,**,173.6,**,**,**,**,**,44.2,48.4,79.7,41.9,123.3,142.2,206.9,185.5,53.1,118.4,57.3,78.3,24.9,68.4,**,77.5,77.3,59.6,**,36.8,58.7,69.3,**,**,65.6,53.3,**,**,32.2,**,65.1,46.1,44.2,57.9,34.4,57.4,60.8,**,**,114.2,156.0,252.1,117.2,177.8,45.5,32.6,145.8,63.3,120.3,74.5,277.5,212.5,109.3,121.8,65.4,61.3,80.0,86.2,**,45.4,88.2,67.3,96.5,84.7,98.7,59.0,53.8,36.2,**,,**,208.4,**,**,489.9,486.6,**,124.6,2020-05-06 06:01:09
2020-05-05,28.0,184.2,**,,234.6,273.0,195.9,111.3,204.7,**,,127.8,**,67.1,156.8,171.4,322.5,,**,178.5,**,**,**,**,**,44.2,48.4,79.7,41.9,116.1,144.4,213.4,203.2,53.1,122.3,68.0,76.5,29.0,68.4,**,77.5,81.8,59.6,**,36.8,60.4,73.4,**,**,65.6,53.3,**,**,34.2,**,65.1,46.1,44.2,57.9,34.4,59.9,60.8,**,**,114.2,158.3,257.2,119.2,189.5,45.5,32.6,149.5,65.2,123.6,76.6,291.3,217.6,117.4,121.8,67.3,61.3,80.0,89.6,**,45.4,100.3,67.3,97.8,88.7,98.7,60.9,53.8,38.9,**,,**,217.4,**,**,521.8,493.9,**,129.4,2020-05-07 06:01:10
2020-05-06,28.0,189.9,**,,245.5,282.4,199.9,111.3,211.4,**,,131.4,**,67.1,156.8,171.4,331.0,,**,186.7,**,**,**,**,**,44.2,50.7,79.7,41.9,116.1,146.7,221.5,207.6,53.1,126.2,73.4,78.3,29.0,68.4,**,77.5,84.1,59.6,**,42.3,62.2,85.6,**,**,65.6,53.3,**,**,40.2,**,68.6,46.1,44.2,57.9,40.1,62.4,62.8,**,**,114.2,163.0,257.2,119.2,198.4,45.5,32.6,149.5,68.9,120.3,78.7,301.2,226.1,119.0,121.8,67.3,61.3,80.0,86.2,**,45.4,112.5,67.3,97.8,88.7,98.7,60.9,53.8,38.9,**,,**,226.5,**,**,534.0,511.9,**,132.7,2020-05-08 06:01:07
2020-05-07,28.0,189.9,**,,252.8,309.6,204.0,123.0,214.8,**,**,134.9,81.1,72.9,161.8,182.6,365.2,,**,201.5,**,**,**,**,**,40.8,53.0,79.7,41.9,116.1,153.5,250.6,222.3,51.3,132.0,77.0,80.2,33.1,68.4,**,77.5,93.2,66.8,**,42.3,62.2,93.8,**,**,69.6,53.3,**,**,40.2,**,70.4,46.1,44.2,60.9,45.9,64.9,77.0,**,**,119.3,193.2,259.8,121.1,204.2,50.0,32.6,149.5,70.8,120.3,78.7,319.1,229.5,127.0,121.8,67.3,61.3,84.2,89.6,**,45.4,118.6,67.3,103.0,90.7,102.6,62.8,53.8,38.9,**,,**,238.5,**,**,551.2,569.6,**,139.7,2020-05-09 06:01:07
2020-05-08,28,189.9,**,,260.0,309.6,208.0,123.0,218.2,**,**,138.5,92.6,72.9,161.8,182.6,372.0,,**,211.3,**,**,**,**,**,40.8,53.0,79.7,41.9,116.1,158.0,253.8,223.8,53.1,143.7,77.0,82.1,35.2,68.4,**,84.5,93.2,73.9,**,42.3,64.0,106.0,**,**,67.6,53.3,**,**,42.2,**,72.2,46.1,44.2,60.9,45.9,72.4,79.0,**,**,119.3,207.2,270.1,121.1,213.0,50.0,32.6,156.8,72.7,123.6,80.7,329.0,239.7,131.9,124.5,69.2,66.9,88.4,89.6,**,45.4,121.6,73.7,103.0,94.7,104.6,62.8,53.8,38.9,**,,**,235.5,**,**,562.2,584.0,**,143.1,2020-05-10 06:01:07
2020-05-09,28.0,189.9,**,,264.9,327.3,218.1,123.0,221.5,**,**,138.5,92.6,72.9,164.3,186.3,380.5,,**,219.5,**,**,**,**,**,40.8,59.9,79.7,41.9,116.1,158.0,260.3,229.7,61.9,145.6,77.0,85.8,37.3,68.4,**,84.5,95.5,73.9,**,44.1,67.6,106.0,**,**,67.6,53.3,**,**,42.2,**,72.2,46.1,46.2,60.9,51.6,72.4,79.0,**,**,119.3,214.2,270.1,123.0,224.8,50.0,35.8,156.8,72.7,123.6,89.0,342.9,249.9,136.7,124.5,69.2,66.9,88.4,89.6,**,45.4,130.7,73.7,103.0,94.7,104.6,62.8,53.8,38.9,**,,**,241.6,**,**,581.8,656.1,**,147.6,2020-05-11 06:01:07
2020-05-10,28.0,189.9,**,,278.2,340.3,220.1,128.9,221.5,**,**,156.2,92.6,72.9,171.7,190.1,406.1,,**,224.4,**,**,**,**,**,44.2,62.2,79.7,41.9,116.1,162.5,263.5,232.6,63.7,149.5,77.0,85.8,37.3,73.3,**,84.5,97.7,76.3,**,44.1,67.6,101.9,**,**,67.6,53.3,**,**,48.3,**,75.7,46.1,48.2,60.9,51.6,72.4,79.0,**,**,119.3,216.5,272.6,126.9,226.3,59.1,35.8,156.8,72.7,123.6,91.1,358.7,258.4,141.5,127.2,71.2,66.9,92.6,89.6,**,45.4,136.8,73.7,104.4,96.8,104.6,62.8,53.8,38.9,**,,**,244.6,**,**,598.9,692.1,**,151.8,2020-05-12 06:01:09
2020-05-11,28.0,195.7,**,**,281.8,354.5,226.2,128.9,221.5,**,**,159.8,**,93.3,171.7,193.8,411.2,,**,230.9,**,**,**,**,**,44.2,62.2,79.7,41.9,116.1,167.0,265.1,235.6,60.2,151.4,78.8,89.5,37.3,78.2,**,84.5,100.0,76.3,**,44.1,69.3,101.9,**,**,69.6,53.3,**,**,50.3,**,77.4,46.1,50.2,60.9,51.6,74.9,81.0,**,**,121.0,228.2,275.2,128.8,232.1,59.1,35.8,153.1,72.7,127.0,93.1,368.6,270.3,141.5,127.2,71.2,66.9,96.9,89.6,**,45.4,136.8,73.7,104.4,96.8,104.6,62.8,53.8,38.9,**,,**,253.6,**,**,607.5,721.0,**,154.6,2020-05-13 06:01:08
2020-05-12,44.7,201.4,**,**,292.7,365.1,224.2,134.7,228.2,**,**,170.4,**,96.2,176.7,193.8,428.3,,**,235.8,**,**,**,**,**,44.2,66.8,79.7,46.1,116.1,169.3,270.0,240.0,61.9,153.4,84.1,93.3,39.4,78.2,**,84.5,102.3,73.9,**,46.0,69.3,101.9,**,**,69.6,53.3,**,**,50.3,**,75.7,46.1,52.2,60.9,51.6,79.9,83.1,**,**,124.5,230.5,277.8,128.8,241.0,63.6,39.1,164.0,72.7,130.3,95.2,388.4,275.4,144.7,127.2,75.0,78.1,96.9,89.6,**,45.4,130.7,73.7,107.0,96.8,104.6,62.8,55.5,38.9,**,,**,262.7,**,**,617.3,739.0,**,158.1,2020-05-14 06:01:09
2020-05-13,50.3,195.7,**,**,301.2,373.4,230.2,134.7,228.2,**,**,174.0,**,96.2,179.2,197.5,440.2,,**,240.8,**,**,**,**,**,47.6,69.1,85.8,46.1,123.3,169.3,274.8,244.4,63.7,155.3,89.5,97.0,43.5,78.2,**,84.5,102.3,76.3,**,53.3,69.3,106.0,**,**,69.6,53.3,**,**,58.3,**,79.2,46.1,54.2,60.9,51.6,79.9,83.1,**,**,124.5,242.1,282.9,130.7,242.4,63.6,39.1,164.0,74.5,130.3,97.3,396.4,289.0,149.5,135.4,76.9,78.1,105.3,89.6,**,45.4,136.8,73.7,107.0,96.8,104.6,62.8,55.5,38.9,**,,**,268.7,**,**,630.8,775.0,**,161.5,2020-05-15 06:01:07
2020-05-14,44.7,201.4,**,**,308.4,387.6,230.2,134.7,231.6,**,**,177.5,**,96.2,181.7,201.2,457.3,,**,247.3,**,**,**,**,**,47.6,69.1,85.8,46.1,123.3,171.5,302.3,250.3,63.7,165.0,93.1,98.9,43.5,78.2,**,86.9,104.6,78.7,**,53.3,72.9,110.1,**,**,69.6,56.1,**,**,58.3,**,84.5,46.1,62.2,60.9,51.6,84.9,83.1,**,**,129.6,251.4,285.5,132.6,251.2,63.6,35.8,164.0,76.4,133.7,101.4,406.3,294.1,154.4,138.1,78.8,89.2,101.1,93.1,**,45.4,133.8,76.9,108.3,96.8,108.5,62.8,55.5,41.7,**,,38.2,274.8,**,**,638.1,807.5,**,165.5,2020-05-16 06:01:13
2020-05-15,44.7,201.4,**,**,320.5,400.6,242.3,140.6,231.6,**,**,191.7,**,99.2,186.7,205.0,484.6,,**,252.2,**,**,**,**,**,51.0,69.1,85.8,46.1,123.3,171.5,320.1,260.6,63.7,161.1,98.5,98.9,43.5,78.2,**,89.2,104.6,78.7,**,55.2,74.7,114.2,**,**,69.6,58.9,**,**,60.3,**,84.5,46.1,68.3,64.0,51.6,94.9,87.1,**,**,136.4,260.8,293.2,138.4,254.2,59.1,35.8,164.0,76.4,133.7,103.5,412.2,300.9,157.6,138.1,80.8,94.8,101.1,89.6,**,47.4,127.7,76.9,110.9,100.8,104.6,62.8,57.2,41.7,**,,38.2,280.8,**,**,649.2,832.7,**,169.7,2020-05-17 06:01:08
2020-05-16,44.7,207.2,**,**,322.9,413.6,246.4,140.6,241.6,**,**,202.4,**,102.1,186.7,205.0,511.9,,**,253.9,**,**,**,**,**,54.4,69.1,85.8,46.1,123.3,176.0,331.4,266.5,63.7,161.1,98.5,100.7,45.6,78.2,**,91.6,104.6,81.1,**,57.0,76.4,126.4,**,**,69.6,64.6,**,**,60.3,**,86.2,46.1,70.3,67.0,51.6,102.4,91.2,**,**,141.5,293.4,303.5,142.2,263.0,59.1,39.1,178.6,76.4,143.7,109.7,430.1,312.8,164.0,138.1,84.6,94.8,101.1,89.6,**,47.4,133.8,76.9,110.9,102.8,108.5,64.7,57.2,41.7,**,,38.2,283.8,**,**,667.5,865.1,**,174.9,2020-05-18 06:01:10
2020-05-17,44.7,207.2,**,**,329.0,421.9,254.4,140.6,241.6,**,**,205.9,**,102.1,191.7,205.0,518.7,,**,258.8,**,**,**,**,**,54.4,69.1,85.8,46.1,123.3,178.3,358.9,270.9,65.5,161.1,98.5,104.5,45.6,78.2,**,91.6,104.6,81.1,**,57.0,76.4,126.4,**,**,69.6,73.0,**,**,64.3,**,86.2,46.1,78.3,67.0,51.6,104.9,93.2,**,**,139.8,314.3,306.1,144.2,265.9,59.1,39.1,182.3,78.2,147.0,109.7,440.0,319.6,165.6,140.8,86.5,100.4,101.1,93.1,**,47.4,136.8,80.1,114.8,102.8,110.5,64.7,57.2,41.7,**,,**,289.9,**,**,679.8,876.0,**,178.2,20-05-19 06:05:09
2020-05-18,44.7,218.7,**,**,336.2,444.3,254.4,140.6,241.6,**,**,205.9,**,105.0,194.2,205.0,530.7,,**,267.0,**,**,**,**,**,54.4,69.1,85.8,46.1,123.3,178.3,365.3,278.2,65.5,161.1,98.5,104.5,45.6,78.2,**,91.6,106.8,78.7,**,57.0,78.2,122.3,**,**,69.6,75.8,**,**,70.4,**,86.2,46.1,78.3,67.0,51.6,104.9,91.2,**,**,141.5,321.3,308.6,146.1,265.9,59.1,39.1,185.9,78.2,150.4,107.6,449.9,324.7,170.5,140.8,88.5,100.4,101.1,93.1,**,47.4,136.8,83.3,114.8,104.8,108.5,64.7,57.2,41.7,**,,**,292.9,**,**,687.1,883.2,**,180.6,20-05-20 06:05:07
2020-05-19,50.3,212.9,**,**,345.9,454.9,258.5,146.4,255.1,**,**,213.0,**,110.8,196.6,208.7,537.5,,**,273.5,**,**,**,**,44.8,54.4,69.1,85.8,46.1,123.3,178.3,367.0,279.7,65.5,161.1,100.3,108.2,43.5,78.2,**,91.6,109.1,78.7,**,57.0,80.0,122.3,**,**,69.6,81.4,**,**,74.4,**,89.8,46.1,78.3,67.0,51.6,104.9,91.2,**,**,144.9,330.6,311.2,149.9,273.3,59.1,42.3,193.2,76.4,150.4,107.6,459.8,331.5,184.9,143.5,90.4,100.4,105.3,93.1,**,49.5,136.8,86.5,118.7,104.8,110.5,64.7,57.2,41.7,**,,38.2,292.9,**,**,696.9,912.0,**,184.0,20-05-21 06:05:08
2020-05-20,50.3,212.9,**,**,354.4,467.9,262.5,158.2,258.4,**,**,230.8,**,119.6,199.1,212.4,554.6,,**,280.1,**,**,**,**,44.8,57.8,69.1,85.8,46.1,123.3,178.3,379.9,282.7,67.2,165.0,102.1,115.7,45.6,83.1,**,91.6,115.9,78.7,**,58.8,85.3,126.4,**,**,71.5,81.4,**,**,78.4,**,91.5,46.1,80.3,70.1,51.6,112.4,93.2,**,**,148.3,335.3,313.8,151.8,279.2,59.1,45.6,193.2,76.4,153.7,107.6,471.7,345.1,191.4,146.2,94.2,100.4,101.1,93.1,**,49.5,142.9,83.3,120.0,104.8,112.5,64.7,57.2,41.7,**,,38.2,295.9,**,**,722.6,980.5,**,189.2,20-05-22 06:05:10
2020-05-21,50.3,212.9,**,**,358.0,476.2,276.7,169.9,261.8,**,**,230.8,**,119.6,199.1,227.3,561.4,,**,288.3,**,**,**,**,44.8,57.8,69.1,85.8,50.2,123.3,182.8,399.3,285.6,67.2,170.8,105.6,117.5,45.6,83.1,**,91.6,118.2,78.7,**,58.8,87.1,130.5,**,**,73.5,84.2,**,**,82.4,**,91.5,46.1,82.3,70.1,57.3,117.4,99.3,**,**,150.0,349.2,316.4,153.8,280.6,59.1,48.9,196.9,78.2,157.1,109.7,473.7,353.6,193.0,148.9,100.0,100.4,105.3,93.1,**,49.5,152.0,86.5,121.3,106.8,112.5,64.7,57.2,41.7,**,,38.2,320.1,**,**,733.7,976.9,**,192.8,20-05-23 10:05:32
2020-05-22,55.9,218.7,**,**,368.9,485.7,272.6,175.7,268.5,**,**,230.8,**,122.5,201.6,242.2,575.0,,**,298.1,**,**,**,**,44.8,57.8,69.1,85.8,50.2,123.3,189.6,399.3,304.7,70.8,176.7,107.4,119.4,45.6,83.1,**,91.6,120.5,81.1,**,58.8,88.9,130.5,**,**,73.5,84.2,**,**,84.4,**,91.5,46.1,82.3,70.1,57.3,122.4,97.2,**,**,153.4,358.5,316.4,155.7,288.0,59.1,52.1,196.9,83.8,157.1,111.8,491.5,358.7,194.6,148.9,100.0,100.4,105.3,93.1,**,49.5,152.0,89.7,123.9,108.9,112.5,66.6,57.2,41.7,**,,38.2,326.1,**,**,747.1,1020.2,**,196.5,20-05-24 07:05:15
2020-05-23,55.9,218.7,,,374.35,498.7,277.65,178.7,271.9,,,241.5,,124.0,205.4,244.1,581.0,,,304.7,,,,,,57.8,69.1,85.8,50.2,127.0,189.6,409.0,310.6,73.5,177.7,109.2,122.2,45.6,83.1,,91.6,123.9,85.9,,59.8,88.9,130.5,,,73.5,85.6,,,87.5,,94.2,46.1,86.3,70.1,60.2,123.6,102.3,,,155.1,365.5,315.1,155.7,297.6,59.1,52.1,200.5,83.8,158.8,111.8,505.4,365.5,201.0,154.3,101.0,100.4,105.3,96.6,,49.5,156.6,91.3,126.5,110.9,112.5,67.6,58.9,41.7,,,42.0,330.7,,,761.2,1040.0,,200.1,interpolated
2020-05-24,55.9,218.7,**,**,379.8,511.7,282.7,181.6,275.2,**,**,252.1,**,125.4,209.1,246.0,587.0,,**,311.2,**,**,**,**,53.8,57.8,69.1,85.8,50.2,130.6,189.6,418.7,316.5,76.1,178.6,111.0,125.0,45.6,83.1,**,91.6,127.3,90.6,**,60.7,88.9,130.5,**,**,73.5,87.0,**,**,90.5,**,96.8,46.1,90.3,70.1,63.1,124.8,107.4,**,**,156.8,372.5,313.8,155.7,307.1,59.1,52.1,204.1,83.8,160.4,111.8,519.2,372.3,207.4,159.7,101.9,100.4,105.3,100.0,**,49.5,161.1,92.9,129.1,112.9,112.5,68.5,60.6,41.7,**,,45.8,335.2,**,**,775.3,1059.8,**,203.7,20-05-25 17:05:23
2020-05-25,55.9,218.7,**,**,385.8,523.5,286.8,193.3,275.2,**,**,259.2,**,125.4,209.1,246.0,595.5,,**,314.5,**,**,**,**,53.8,57.8,69.1,85.8,50.2,130.6,194.1,430.0,319.5,76.1,178.6,112.8,125.0,47.6,83.1,**,91.6,125.0,93.0,**,62.5,88.9,130.5,**,**,73.5,92.6,**,**,92.5,**,98.6,46.1,90.3,70.1,68.8,127.3,107.4,**,**,156.8,374.8,316.4,159.5,313.0,59.1,52.1,204.1,83.8,160.4,111.8,525.2,375.7,212.3,159.7,103.8,100.4,109.5,100.0,**,49.5,161.1,92.9,129.1,114.9,114.4,68.5,63.9,41.7,**,,45.8,335.2,**,**,786.3,1074.2,**,206.2,20-05-27 06:05:07
